cityid,loc_cityid,distance,item_ave_price,price,user_home_dis,user_work_dis,weekday,hour,weather,temp,temp_low,temp_high,user_displayed_item_num,online_days,is_weekend,is_night,hour_sin,hour_cos,weekday_sin,weekday_cos,time_slot,price_is_missing,online_days_is_missing,user_displayed_item_num_is_missing,is_same_city,temp_range,temp_comfort,cityid_bucket
92,93,0.0,12.0,31.0,1894.742613382268,70000.0,6,8,0,3.0,2.0,10.0,-1.0,24.0,1,0,0.8660254,-0.5,-0.7818315,0.6234898,1,0,0,1,1,8,0,100
1,da754cfd9379847c578c506697beb17023ff5b5779f12d9cfa3f4608ce1b799e,70fa671521b5fa46e39f7f79aa26af9fff284591b2da9252ce1b78b34f5ef97b,8,8,18.0,45.0,-1.0,9150.664562427157,70000.0,6,3,1,14.0,14.0,18.0,-1.0,-1.0,1,1,0.70710677,0.70710677,-0.7818315,0.6234898,0,1,1,1,1,4,0,7
0,c2328a9345759e214fa276e13705c6fc313a2c70d8b79770d3a6c6af07fb8996,b5f9bbfdbcbe85237dd7daae0b6a729429d288de31e87381797e6f7f965fb40f,1093,255,55.0,31.0,-1.0,70000.0,70000.0,6,7,2,13.0,11.0,13.0,-1.0,-1.0,1,0,0.9659258,-0.25881904,-0.7818315,0.6234898,1,1,1,1,0,2,0,100
0,8fa5c62517dd1aaf44cb04bb2d1af332177e2a2ecf9cf157e05f12c76f9cb26d,4125c197802052cd7fc552d3cce2247665962534416e51270b63e2e7854d1059,15,15,31.0,93.0,-1.0,70000.0,70000.0,6,8,0,14.0,12.0,14.0,-1.0,-1.0,1,0,0.8660254,-0.5,-0.7818315,0.6234898,1,1,1,1,1,2,0,14
